	ABT	AG	AHR	AKMK	AKMW	AKNK	AKOK	AKR	AKWG	AKWH	AKWK	ANI	AR	ARM	ART	ASH	AU	AW	AWD	AWN	BAL	BC	BOG	BOR	BR	BSH	CB	CBWK	CH	CL	CMD	CS	D	DC	DCB	DCP	DRY	DUD	EAL	EL	EM	ESK	EU	FRK	GLN	HAL	HAN	HBMAK	HBMAN	HBMNR	HBPOR	HER	HKH	HOK	HOR	HRMAN	HRMW	HRN	HRWG	HT	HTM	HUT	HW	IRC	JLB	JLH	JLW	K	KAR	KAU	KH	KKP	KN	KOW	KP	KRK	KT	KTN	KWH	LG	LU	LV	LYL	M	MA	MB	MD	MGK	MGP	MH	MKD	MKM	MKU	ML	MNK	MNR	MNT	MO	MPT	MRP	MSB	MTK	MTR	MTU	MU	MUG	MWB	MWF	MWP	MWW	NKU	O	OAG	OAK	OAL	OAM	OB	OHP	OMR	OMW	OP	OPH	OPU	OR	ORO	OT	OTH	OTN	OTR	PAH	PAW	PB	PCK	PGH	PH	PHE	PHN	PHP	PIR	PKW	PP	PRN	PRS	PU	PUH	QLB	RED	RES	RG	RH	RHP	RMW	RUA	SEL	SH	SKL	SP	SPR	SR	STX	SY	TAS	TH	TIR	TIW	TK	TKP	TKT	TNK	TP	TR	TRB	TRC	TRK	TRN	TRP	TRU	TS	TSH	TSRM	TUK	VU	WAI	WB	WC	WGMAN	WGPOR	WGR	WGWG	WHB	WKK	WKMTA	WKN	WKNK	WKOKU	WKR	WKWK	WMR	WMU	WN	WP	WPR	WS	WTT
k__Bacteria;p__GN02;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.0002
k__Bacteria;p__GN02;c__3BR-5F;o__;f__	0	0	0	0	0	0.0002	0	0	0.0002	6.66667E-05	0	0	0	0	0.0002	0	6.66667E-05	0	0.000333333	0	0	0.000133333	6.66667E-05	0.0002	0	0	6.66667E-05	0	6.66667E-05	0	0	0	0.000133333	6.66667E-05	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0.000133333	6.66667E-05	0	0.000133333	0	0	0	0	0	0	0	0.000533333	0	0	0	0	0	0	0.000133333	0	0	6.66667E-05	0	0.000133333	0	0	6.66667E-05	0	6.66667E-05	0.000133333	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0.000133333	6.66667E-05	0	0	0.000133333	0	0	6.66667E-05	6.66667E-05	0	0	0	0.000266667	0	0	0.000266667	0	0	0	0	0	0	0.0002	0	0.000333333	0	0	0	0	0	0.000266667	0.0002	0	0	0	0	0.000133333	6.66667E-05	0	0	0	0	0	0.000133333	0	0.0004	0	0	0	6.66667E-05	0	6.66667E-05	0.000133333	0.0002	0	0.0002	0.000133333	0	6.66667E-05	0.000333333	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.0002	0	0	0	0	0	0	0.0002	0.000133333	0	0	0	6.66667E-05	0	0.0002	0	0	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0.000133333	0	0	0	0	0	0.000133333	0.000133333	0	0	0	0	0.0002	0	0	0	0
k__Bacteria;p__GN02;c__BB34;o__;f__	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	6.66667E-05	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0.000266667	0	0.000133333	0	6.66667E-05	0	0	6.66667E-05	6.66667E-05	0	0	0	0.000133333	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0
k__Bacteria;p__GN02;c__BD1-5;o__;f__	0	0	0.0002	0.000133333	0.0006	0.000466667	0.0002	0	0.0006	0.000266667	0.001866667	0	0.0012	0.000266667	0.0008	0	6.66667E-05	0.002466667	0.0002	0.000266667	6.66667E-05	0.0018	0	0.0006	0.005133333	0.0002	0.000266667	0	6.66667E-05	0	0.001	0.0004	0.000266667	0.000533333	0.000133333	0.000266667	0	0	6.66667E-05	0.0008	0.000666667	0.0004	0.000733333	0	0	0	0.000466667	0.000466667	0.001	0.000666667	0.000266667	0	0.0012	0.000533333	0.000666667	0	0	0.0002	0	0.000133333	0.0018	0	0.000466667	0	0.000133333	0	6.66667E-05	0.0006	0	0.0012	0	0.002066667	0.0002	0.0004	6.66667E-05	0.000266667	0.000933333	0.002333333	0	0.000133333	0.000933333	0.000466667	0.000733333	0.000466667	0.002	0	0.000333333	0.000333333	0.000133333	0.001933333	6.66667E-05	0.000933333	0.000266667	0.002466667	0.0016	0.000466667	0	0	0	0.000333333	0.0006	0.000133333	6.66667E-05	0.0006	0.000333333	0	0	0.000733333	0	0	0.000333333	0.000133333	0	0.000333333	0.000133333	0.000133333	0.000866667	0	0	0.000866667	0.000333333	0	0	0.002133333	0	0.000333333	6.66667E-05	0.000266667	6.66667E-05	0.000133333	6.66667E-05	6.66667E-05	0.0012	0.000133333	0.001066667	0.000133333	0.000466667	6.66667E-05	0.000666667	0.0002	0	0	0	0.000933333	0.0004	0	0.000133333	0.000733333	0	0.000733333	6.66667E-05	0.000866667	0.000666667	0.001066667	0.001	0	0.000933333	0	0.0002	0	0.000866667	0	0	0.0002	0.019	0	0.000266667	0.002266667	0.000133333	0.0004	0.0004	0.000666667	0.001333333	0.000466667	0.000333333	0.000733333	0	0.0002	0.000866667	0.000333333	0.000266667	0.000466667	0.001133333	0.001666667	0	0.0002	0.000466667	0.000466667	0.000333333	0	0.000866667	0.0004	0.000333333	0.0002	0.000333333	0.000666667	0.0004	0	0	0.0008	0.000866667	0	0.000666667	0.0014
k__Bacteria;p__GN02;c__GKS2-174;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	6.66667E-05	0.000133333	0	0	0	0	0	0.000133333	0	0	0.000133333	0
k__Bacteria;p__GN02;c__GN07;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0.000133333	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;c__GN10;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN02;c__IIB17;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN04;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN04;c__;o__;f__	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.66667E-05	6.66667E-05	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333333	0	0	0	0.000133333	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.0002	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN04;c__5bav_B12;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GN04;c__GN15;o__;f__	0	0	0	0	6.66667E-05	0.000266667	0.0004	0	0.000133333	0.0002	0	0	6.66667E-05	0.0002	0.000133333	0	0.000333333	0	0.0002	0	0	0	0	0	0.000333333	0	0	0	0	0	0	0	0.0006	0.000333333	0.000333333	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000266667	0	0	0.000266667	0	0	0	0	0.000133333	0	0	0.000333333	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0.000333333	0	0	0	0	0	0.001	0.0004	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.0002	0.000333333	0.0004	0.000266667	0	0	0	0.0002	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.002266667	0	0	0	0.000133333	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0.000133333
k__Bacteria;p__GN04;c__MSB-5A5;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__GOUTA4;c__;o__;f__	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	6.66667E-05	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.000133333	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.000333333	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000133333	0.000533333	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.000266667	6.66667E-05	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000533333	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__	0	0	0.000133333	0.0004	0.0004	0.002933333	0.002333333	0	0.005133333	0.001	0	0	0.000266667	0.0018	0.000666667	0	0.000733333	0.0002	0.002333333	0.0002	0	0.0006	0.000266667	0.0016	0	0	0.001933333	0	0.000866667	0	6.66667E-05	0.0014	0.003333333	0.001866667	0.0016	0.000666667	0	0.003266667	0	0.000266667	0.0018	6.66667E-05	0.000733333	0	0	6.66667E-05	0.0004	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0.001933333	0	0.0002	0	0	0	0	6.66667E-05	0	0	0.000933333	0	0.0004	0.001133333	0.000466667	0.0004	0.000933333	0.000133333	0	0.000733333	6.66667E-05	0.001333333	0	0.000133333	0.000733333	0	0	0.000933333	0.000266667	0.0008	0	0.000933333	0.001066667	0	6.66667E-05	0	0.001133333	0.000733333	0	0	0.000133333	0.0002	0.000266667	0.000133333	0	0	0	0.000266667	0.0024	0.000133333	0.000133333	0	0.0048	0	0	0	0	6.66667E-05	0.002866667	0.001866667	0	0.003133333	0	0	0.000133333	0	0.000133333	6.66667E-05	0.0004	0	0	0.000333333	6.66667E-05	0.000733333	0.001733333	0.000466667	0.001466667	0	0.000133333	0.000666667	0.000466667	6.66667E-05	0.0014	0	0.000533333	0.000133333	0	0.000333333	0.000133333	0.000133333	0	0.0004	0.000866667	6.66667E-05	6.66667E-05	0.0004	0	0.001133333	6.66667E-05	0	0.0002	0	0.0008	6.66667E-05	0.0002	0.000133333	0	0	0.0008	0.000133333	0	0.0002	0	0	0.000133333	0.000133333	6.66667E-05	0	0.000133333	0	0.000266667	0.001133333	0.0016	6.66667E-05	6.66667E-05	0	0	0.001066667	0	0.000866667	0	0	6.66667E-05	0.0002	0.000133333	0	6.66667E-05	0	6.66667E-05	0.001933333	6.66667E-05	0.002866667	0.000733333	0.0002	0.000866667	0.0002	0	6.66667E-05	0	6.66667E-05	0.000666667	0.000466667
k__Bacteria;p__Gemmatimonadetes;c__Gemm-2;o__;f__	0	0	0	6.66667E-05	0	0.000133333	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0.000133333	0	0	0	0.000133333	0	0	0	0	0	0.000133333	0	6.66667E-05	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	6.66667E-05	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0.000133333	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0.001333333	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__	0	0	0	0	0	0	6.66667E-05	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000466667	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000266667	0.000133333	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	6.66667E-05	0	0	0.002066667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	6.66667E-05	0	0	0	0.000466667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-5;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;Other;Other	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.001733333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__	0	0	0	6.66667E-05	0.000666667	0.000866667	0.000333333	0	0.000666667	0.000266667	0	6.66667E-05	0.000133333	0.000466667	0.001933333	0	0.001466667	0	0.0002	0.0022	0	0	0	0.000533333	0.001133333	0.000266667	0.000733333	0	0.000866667	6.66667E-05	0.000133333	6.66667E-05	0.000866667	0.000266667	0.002666667	0.000266667	0	0.0004	0	0.001466667	0.0018	0	0.000466667	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0	0.000133333	0.000133333	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000133333	0.000466667	0	0.000266667	0	0	0.0024	0	0.000866667	6.66667E-05	0	0.000733333	0	0	0.000533333	0.000333333	0.000666667	0	0.0004	0.000933333	0.000133333	0.0002	0.0002	0.001466667	0.0004	0	0	0	0	0	0	6.66667E-05	0	0	0	0.000666667	6.66667E-05	0	0	0.000733333	0	0	0	0	0.000133333	0.000266667	0.002266667	0	0.0018	0	0	0.000133333	0	0	0.000933333	6.66667E-05	0	0	0.0002	0	0.002666667	0.002466667	6.66667E-05	0.003933333	0	0	0.003866667	6.66667E-05	0	0.001866667	0	0.000866667	0	0	6.66667E-05	0.000266667	0	0	0.0002	0.0002	0	0.000333333	0	0	0.000133333	0.000266667	0.0006	0	0	0.000133333	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000133333	0.000466667	0	6.66667E-05	0	0	0.0004	0	0.000533333	6.66667E-05	0.0014	0	0	0	6.66667E-05	0	0	0	0.000533333	0	0.000266667	0	6.66667E-05	0.0006	0	0	0	0	0	6.66667E-05	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__	0	0	0	0.000333333	0	0.000533333	0.000266667	0	0.000266667	6.66667E-05	6.66667E-05	0	0	0.0002	6.66667E-05	0	0.000133333	0	0.001133333	6.66667E-05	0	0	0	0	0	0	0.000133333	0	0	0	0	6.66667E-05	0.000333333	0	6.66667E-05	6.66667E-05	0	0	0	6.66667E-05	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0	0	0	0	0.000133333	0.0002	0	0	0	0	0	0	0	6.66667E-05	0	0	0	6.66667E-05	0.000666667	0	0	0	0	0	6.66667E-05	6.66667E-05	0.000266667	0	0	0	0	0	6.66667E-05	0	0	0	0	0	6.66667E-05	6.66667E-05	0	0.001933333	0	0	0	0	0	0.0004	0	0	6.66667E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.66667E-05	0.000133333	0.0002	0	0	6.66667E-05	0.0002	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0.000133333	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	6.66667E-05	0	0	0	0	6.66667E-05	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.66667E-05	0	6.66667E-05	0	0	0	0	0	6.66667E-05	0.000533333
