Gene	Taxon	Plot	landuseCode	Elevation	variable	value
16S	Firmicutes	Plot07-N	I	420	Effective alpha diversity	28.0200554419591
16S	Firmicutes	CM30c60-A	I	51	Effective alpha diversity	10.6907846176841
16S	Gemmatimonadetes	CM30c28-P	I	227	Effective alpha diversity	6.80028980488649
16S	Gemmatimonadetes	CM30c62-D	I	99	Effective alpha diversity	1.88988157484231
16S	Gemmatimonadetes	Plot07-M	I	420	Effective alpha diversity	7.08737672832519
16S	Gemmatimonadetes	LB1-E	I	630	Effective alpha diversity	10.648259022503
16S	Gemmatimonadetes	Plot05-I	I	240	Effective alpha diversity	9.33032991536807
16S	Gemmatimonadetes	CM30c39-E	I	290	Effective alpha diversity	9.66523176325533
16S	Gemmatimonadetes	Plot01-L	I	50	Effective alpha diversity	15.741351254122
16S	Gemmatimonadetes	CM30c53-I	I	155	Effective alpha diversity	4.16386793294593
16S	Gemmatimonadetes	CM31a5-A	I	70	Effective alpha diversity	4.33126060378211
16S	Gemmatimonadetes	CM30c46-D	I	319	Effective alpha diversity	5.1598500521355
16S	Gemmatimonadetes	CM30c-O	I	283	Effective alpha diversity	3.46410161513775
16S	Gemmatimonadetes	CM30c28-N	I	227	Effective alpha diversity	3.88832259447933
16S	Gemmatimonadetes	CM30d3-L	I	518	Effective alpha diversity	9.17739981438196
16S	Gemmatimonadetes	CM30c44-B	I	110	Effective alpha diversity	15.4676106922312
16S	Gemmatimonadetes	CM30c37-E	I	279	Effective alpha diversity	4.55297202369024
16S	Gemmatimonadetes	CM30c62-M	I	99	Effective alpha diversity	3.88832259447933
16S	Gemmatimonadetes	CM30c37-L	I	279	Effective alpha diversity	8.23906857562847
16S	Gemmatimonadetes	CM30c51-H	I	67	Effective alpha diversity	11.9898090411605
16S	Gemmatimonadetes	Plot05-N	I	240	Effective alpha diversity	6.35764768486881
16S	Gemmatimonadetes	CM30d12-H	I	371	Effective alpha diversity	8.1375342761228
16S	Gemmatimonadetes	Plot03-N	I	160	Effective alpha diversity	3
16S	Gemmatimonadetes	CM30c46-O	I	319	Effective alpha diversity	2.70479734326014
16S	Gemmatimonadetes	CM30b58-C	I	9	Effective alpha diversity	11.1712178946144
16S	Gemmatimonadetes	CM30b60-E	I	400	Effective alpha diversity	10.0143886029644
16S	Gemmatimonadetes	CM30c-P	I	283	Effective alpha diversity	6.44741959094125
16S	Gemmatimonadetes	Plot04-A	I	260	Effective alpha diversity	24.4470196437392
16S	Gemmatimonadetes	CM30c39-A	I	290	Effective alpha diversity	12.084395430484
16S	Gemmatimonadetes	CM30c60-B	I	51	Effective alpha diversity	2.3811015779523
16S	Gemmatimonadetes	Plot01-B	I	50	Effective alpha diversity	9.67927075506915
16S	Gemmatimonadetes	CM30b51-M	I	174.627853	Effective alpha diversity	8.28385244188648
16S	Gemmatimonadetes	CM30d12-L	I	371	Effective alpha diversity	9.44074856474312
16S	Gemmatimonadetes	Plot08-I	I	460	Effective alpha diversity	6.73477228985624
16S	Gemmatimonadetes	CM30c44-C	I	110	Effective alpha diversity	11.464128946523
16S	Gemmatimonadetes	Plot04-N	I	260	Effective alpha diversity	24.2855203910461
16S	Gemmatimonadetes	LB5-I	I	634	Effective alpha diversity	8.06180728659392
16S	Gemmatimonadetes	CM30d3-D	I	518	Effective alpha diversity	11.8272016521406
16S	Gemmatimonadetes	CM30b58-I	I	9	Effective alpha diversity	7.47259584885134
16S	Gemmatimonadetes	LB1-A	I	630	Effective alpha diversity	4.13134290966421
16S	Gemmatimonadetes	LB5-A	I	634	Effective alpha diversity	2.74759730947243
16S	Gemmatimonadetes	CM30c30-L	I	597	Effective alpha diversity	3.91718097399868
16S	Gemmatimonadetes	Plot06-I	I	320	Effective alpha diversity	13.5183595339394
16S	Gemmatimonadetes	CM30c53-B	I	155	Effective alpha diversity	3.9619116689714
16S	Gemmatimonadetes	CM30c51-I	I	67	Effective alpha diversity	4.88800726190538
16S	Gemmatimonadetes	Plot02-C	I	90	Effective alpha diversity	1.50699306577254
16S	Gemmatimonadetes	CM30c35-D	I	165	Effective alpha diversity	2
16S	Gemmatimonadetes	Plot03-H	I	160	Effective alpha diversity	4
16S	Gemmatimonadetes	CM30b51-B	I	174.627853	Effective alpha diversity	15.9209669008577
16S	Gemmatimonadetes	CM31a5-B	I	70	Effective alpha diversity	4.67994445617129
16S	Gemmatimonadetes	CM30c30-N	I	597	Effective alpha diversity	5.44507782164712
16S	Gemmatimonadetes	CM30b60-M	I	400	Effective alpha diversity	11.3597701421367
16S	Gemmatimonadetes	Plot02-M	I	90	Effective alpha diversity	4.7622031559046
16S	Gemmatimonadetes	Plot08-O	I	460	Effective alpha diversity	3.789291416276
16S	Gemmatimonadetes	Plot06-N	I	320	Effective alpha diversity	7.92772005735566
16S	Gemmatimonadetes	CM30c35-B	I	165	Effective alpha diversity	3
16S	Gemmatimonadetes	Plot07-N	I	420	Effective alpha diversity	6.54674181583033
16S	Gemmatimonadetes	CM30c60-A	I	51	Effective alpha diversity	4.86026882501538
16S	Planctomycetes	CM30c28-P	I	227	Effective alpha diversity	1
16S	Planctomycetes	CM30c62-D	I	99	Effective alpha diversity	2.3811015779523
16S	Planctomycetes	Plot07-M	I	420	Effective alpha diversity	12.5532106534922
16S	Planctomycetes	LB1-E	I	630	Effective alpha diversity	10.8533620919761
16S	Planctomycetes	Plot05-I	I	240	Effective alpha diversity	10.7579664811709
16S	Planctomycetes	CM30c39-E	I	290	Effective alpha diversity	8.1510551826422
16S	Planctomycetes	Plot01-L	I	50	Effective alpha diversity	9.65263889456222
16S	Planctomycetes	CM30c53-I	I	155	Effective alpha diversity	5.3261329320071
16S	Planctomycetes	CM31a5-A	I	70	Effective alpha diversity	7.67183802942679
16S	Planctomycetes	CM30c46-D	I	319	Effective alpha diversity	3.0861636884341
16S	Planctomycetes	CM30c-O	I	283	Effective alpha diversity	2.42437595123906
16S	Planctomycetes	CM30c28-N	I	227	Effective alpha diversity	1.88988157484231
16S	Planctomycetes	CM30d3-L	I	518	Effective alpha diversity	6.46379123147269
16S	Planctomycetes	CM30c44-B	I	110	Effective alpha diversity	13.4679262073155
16S	Planctomycetes	CM30c37-E	I	279	Effective alpha diversity	8.05883298396469
16S	Planctomycetes	CM30c62-M	I	99	Effective alpha diversity	6.24025146915571
16S	Planctomycetes	CM30c37-L	I	279	Effective alpha diversity	15.3489992188233
16S	Planctomycetes	CM30c51-H	I	67	Effective alpha diversity	12.1570059925898
16S	Planctomycetes	Plot05-N	I	240	Effective alpha diversity	10.844717711977
16S	Planctomycetes	CM30d12-H	I	371	Effective alpha diversity	7.32539012895881
16S	Planctomycetes	Plot03-N	I	160	Effective alpha diversity	1.88988157484231
16S	Planctomycetes	CM30c46-O	I	319	Effective alpha diversity	6.59753955386447
16S	Planctomycetes	CM30b58-C	I	9	Effective alpha diversity	16.4165863582468
16S	Planctomycetes	CM30b60-E	I	400	Effective alpha diversity	17.0699638973065
16S	Planctomycetes	CM30c-P	I	283	Effective alpha diversity	10.0887752525313
16S	Planctomycetes	Plot04-A	I	260	Effective alpha diversity	13.9032852150083
16S	Planctomycetes	CM30c39-A	I	290	Effective alpha diversity	17.9021110183324
16S	Planctomycetes	CM30c60-B	I	51	Effective alpha diversity	1
16S	Planctomycetes	Plot01-B	I	50	Effective alpha diversity	10.4409691004684
16S	Planctomycetes	CM30b51-M	I	174.627853	Effective alpha diversity	5.34941802342378
16S	Planctomycetes	CM30d12-L	I	371	Effective alpha diversity	6.59753955386447
16S	Planctomycetes	Plot08-I	I	460	Effective alpha diversity	4.45565973351251
16S	Planctomycetes	CM30c44-C	I	110	Effective alpha diversity	12.6837656459154
16S	Planctomycetes	Plot04-N	I	260	Effective alpha diversity	12.9030075006969
16S	Planctomycetes	LB5-I	I	634	Effective alpha diversity	9.48069573568353
16S	Planctomycetes	CM30d3-D	I	518	Effective alpha diversity	17.7085776910547
16S	Planctomycetes	CM30b58-I	I	9	Effective alpha diversity	12.9766476359068
16S	Planctomycetes	LB1-A	I	630	Effective alpha diversity	3
16S	Planctomycetes	LB5-A	I	634	Effective alpha diversity	7.26176768986577
16S	Planctomycetes	CM30c30-L	I	597	Effective alpha diversity	1.88988157484231
16S	Planctomycetes	Plot06-I	I	320	Effective alpha diversity	4.59379919496706
16S	Planctomycetes	CM30c53-B	I	155	Effective alpha diversity	6.30125442445309
16S	Planctomycetes	CM30c51-I	I	67	Effective alpha diversity	4
16S	Planctomycetes	Plot02-C	I	90	Effective alpha diversity	3.58598882705695
16S	Planctomycetes	CM30c35-D	I	165	Effective alpha diversity	5.53917257678574
16S	Planctomycetes	Plot03-H	I	160	Effective alpha diversity	8.74273868801424
16S	Planctomycetes	CM30b51-B	I	174.627853	Effective alpha diversity	25.2881528890216
16S	Planctomycetes	CM31a5-B	I	70	Effective alpha diversity	5.88342684216636
16S	Planctomycetes	CM30c30-N	I	597	Effective alpha diversity	2
16S	Planctomycetes	CM30b60-M	I	400	Effective alpha diversity	5.45069178784675
16S	Planctomycetes	Plot02-M	I	90	Effective alpha diversity	4.16643620529281
16S	Planctomycetes	Plot08-O	I	460	Effective alpha diversity	9.6059841591493
16S	Planctomycetes	Plot06-N	I	320	Effective alpha diversity	11.6029056957002
16S	Planctomycetes	CM30c35-B	I	165	Effective alpha diversity	7.53693041596068
16S	Planctomycetes	Plot07-N	I	420	Effective alpha diversity	7.63696444277335
16S	Planctomycetes	CM30c60-A	I	51	Effective alpha diversity	2
16S	Proteobacteria	CM30c28-P	I	227	Effective alpha diversity	135.670019731554
16S	Proteobacteria	CM30c62-D	I	99	Effective alpha diversity	96.3860211590427
16S	Proteobacteria	Plot07-M	I	420	Effective alpha diversity	306.597071374585
16S	Proteobacteria	LB1-E	I	630	Effective alpha diversity	353.475001973591
16S	Proteobacteria	Plot05-I	I	240	Effective alpha diversity	238.456917442562
16S	Proteobacteria	CM30c39-E	I	290	Effective alpha diversity	166.35108068484
16S	Proteobacteria	Plot01-L	I	50	Effective alpha diversity	278.546779096115
16S	Proteobacteria	CM30c53-I	I	155	Effective alpha diversity	198.492704670662
16S	Proteobacteria	CM31a5-A	I	70	Effective alpha diversity	270.589694721914
16S	Proteobacteria	CM30c46-D	I	319	Effective alpha diversity	205.906361552002
16S	Proteobacteria	CM30c-O	I	283	Effective alpha diversity	150.211723490793
16S	Proteobacteria	CM30c28-N	I	227	Effective alpha diversity	128.998002515087
16S	Proteobacteria	CM30d3-L	I	518	Effective alpha diversity	295.882581587573
16S	Proteobacteria	CM30c44-B	I	110	Effective alpha diversity	219.249228691821
16S	Proteobacteria	CM30c37-E	I	279	Effective alpha diversity	218.624889940587
16S	Proteobacteria	CM30c62-M	I	99	Effective alpha diversity	142.45339056879
16S	Proteobacteria	CM30c37-L	I	279	Effective alpha diversity	342.675131202201
16S	Proteobacteria	CM30c51-H	I	67	Effective alpha diversity	173.97400679698
16S	Proteobacteria	Plot05-N	I	240	Effective alpha diversity	189.449326782906
16S	Proteobacteria	CM30d12-H	I	371	Effective alpha diversity	284.240536232077
16S	Proteobacteria	Plot03-N	I	160	Effective alpha diversity	148.577614921481
16S	Proteobacteria	CM30c46-O	I	319	Effective alpha diversity	191.766706766861
16S	Proteobacteria	CM30b58-C	I	9	Effective alpha diversity	330.126843072122
16S	Proteobacteria	CM30b60-E	I	400	Effective alpha diversity	402.236055775797
16S	Proteobacteria	CM30c-P	I	283	Effective alpha diversity	268.308435561021
16S	Proteobacteria	Plot04-A	I	260	Effective alpha diversity	323.972706083335
16S	Proteobacteria	CM30c39-A	I	290	Effective alpha diversity	290.987585060932
16S	Proteobacteria	CM30c60-B	I	51	Effective alpha diversity	133.365849152809
16S	Proteobacteria	Plot01-B	I	50	Effective alpha diversity	213.23269463502
16S	Proteobacteria	CM30b51-M	I	174.627853	Effective alpha diversity	316.59047466657
16S	Proteobacteria	CM30d12-L	I	371	Effective alpha diversity	292.00199707143
16S	Proteobacteria	Plot08-I	I	460	Effective alpha diversity	115.894603534244
16S	Proteobacteria	CM30c44-C	I	110	Effective alpha diversity	236.714056641428
16S	Proteobacteria	Plot04-N	I	260	Effective alpha diversity	455.070690500439
16S	Proteobacteria	LB5-I	I	634	Effective alpha diversity	375.842447096684
16S	Proteobacteria	CM30d3-D	I	518	Effective alpha diversity	322.914952711757
16S	Proteobacteria	CM30b58-I	I	9	Effective alpha diversity	305.765538721271
16S	Proteobacteria	LB1-A	I	630	Effective alpha diversity	223.47622124436
16S	Proteobacteria	LB5-A	I	634	Effective alpha diversity	165.92953884457
16S	Proteobacteria	CM30c30-L	I	597	Effective alpha diversity	152.335811606275
16S	Proteobacteria	Plot06-I	I	320	Effective alpha diversity	255.307983873933
16S	Proteobacteria	CM30c53-B	I	155	Effective alpha diversity	227.700245262461
16S	Proteobacteria	CM30c51-I	I	67	Effective alpha diversity	116.118853477253
16S	Proteobacteria	Plot02-C	I	90	Effective alpha diversity	147.136358128878
16S	Proteobacteria	CM30c35-D	I	165	Effective alpha diversity	167.442696360726
16S	Proteobacteria	Plot03-H	I	160	Effective alpha diversity	117.784414524362
16S	Proteobacteria	CM30b51-B	I	174.627853	Effective alpha diversity	312.195326502596
16S	Proteobacteria	CM31a5-B	I	70	Effective alpha diversity	251.474184510733
16S	Proteobacteria	CM30c30-N	I	597	Effective alpha diversity	186.367817485008
16S	Proteobacteria	CM30b60-M	I	400	Effective alpha diversity	280.679755954288
16S	Proteobacteria	Plot02-M	I	90	Effective alpha diversity	127.728555685877
16S	Proteobacteria	Plot08-O	I	460	Effective alpha diversity	188.671787170628
16S	Proteobacteria	Plot06-N	I	320	Effective alpha diversity	239.662759029204
16S	Proteobacteria	CM30c35-B	I	165	Effective alpha diversity	167.411324858775
16S	Proteobacteria	Plot07-N	I	420	Effective alpha diversity	239.709265703331
16S	Proteobacteria	CM30c60-A	I	51	Effective alpha diversity	119.242725493043
18S	All Eukaryotes	CM30c60-A	I	51	Effective alpha diversity	14.5670545353569
18S	All Eukaryotes	CM30c60-B	I	51	Effective alpha diversity	66.8339503946052
18S	All Eukaryotes	CM30c28-N	I	227	Effective alpha diversity	57.5724108420892
18S	All Eukaryotes	CM30c28-P	I	227	Effective alpha diversity	26.6590443723168
18S	All Eukaryotes	CM30b58-I	I	9	Effective alpha diversity	42.5574661099706
18S	All Eukaryotes	CM30c37-L	I	279	Effective alpha diversity	56.1387133826375
18S	All Eukaryotes	CM30c62-D	I	99	Effective alpha diversity	10.3709005994714
18S	All Eukaryotes	CM30c30-N	I	597	Effective alpha diversity	54.3340590750814
18S	All Eukaryotes	Plot08-I	I	460	Effective alpha diversity	48.5846760146282
18S	All Eukaryotes	Plot03-N	I	160	Effective alpha diversity	24.3691387142313
18S	All Eukaryotes	Plot07-N	I	420	Effective alpha diversity	45.0652614161075
18S	All Eukaryotes	LB1-A	I	630	Effective alpha diversity	55.3139416440884
18S	All Eukaryotes	CM30c37-E	I	279	Effective alpha diversity	53.193791451354
18S	All Eukaryotes	LB5-I	I	634	Effective alpha diversity	74.3954697632771
18S	All Eukaryotes	CM30b60-M	I	400	Effective alpha diversity	21.3416088405336
18S	All Eukaryotes	CM30c30-L	I	597	Effective alpha diversity	41.2509781277327
18S	All Eukaryotes	Plot04-N	I	260	Effective alpha diversity	64.5232673183107
18S	All Eukaryotes	LB5-A	I	634	Effective alpha diversity	59.8632014569689
18S	All Eukaryotes	Plot07-M	I	420	Effective alpha diversity	80.7191404886964
18S	All Eukaryotes	CM30c39-A	I	290	Effective alpha diversity	44.6148393494168
18S	All Eukaryotes	CM30c62-M	I	99	Effective alpha diversity	59.4936518612049
18S	All Eukaryotes	Plot04-A	I	260	Effective alpha diversity	260.366478918042
18S	All Eukaryotes	Plot03-H	I	160	Effective alpha diversity	74.885607397761
18S	All Eukaryotes	CM30c51-H	I	67	Effective alpha diversity	61.2665899908713
18S	All Eukaryotes	CM30c53-I	I	155	Effective alpha diversity	44.0259808340358
18S	All Eukaryotes	CM30c51-I	I	67	Effective alpha diversity	36.6287532322633
18S	All Eukaryotes	CM30b58-C	I	9	Effective alpha diversity	85.4619532632515
18S	All Eukaryotes	LB1-E	I	630	Effective alpha diversity	98.0876792536442
18S	All Eukaryotes	CM31a5-A	I	70	Effective alpha diversity	30.6801515910665
18S	All Eukaryotes	Plot08-O	I	460	Effective alpha diversity	89.4993694493999
18S	All Eukaryotes	Plot05-I	I	240	Effective alpha diversity	67.7699819166217
18S	All Eukaryotes	Plot01-B	I	50	Effective alpha diversity	46.5360988952043
18S	All Eukaryotes	CM30c-O	I	283	Effective alpha diversity	19.2290258202219
18S	All Eukaryotes	CM30b60-E	I	400	Effective alpha diversity	41.1082234382606
18S	All Eukaryotes	CM30c39-E	I	290	Effective alpha diversity	12.1972447150148
18S	All Eukaryotes	Plot02-M	I	90	Effective alpha diversity	66.2561915294647
18S	All Eukaryotes	CM30c-P	I	283	Effective alpha diversity	71.4694827105131
18S	All Eukaryotes	CM30c35-D	I	165	Effective alpha diversity	35.1042992256123
18S	All Eukaryotes	CM30d12-H	I	371	Effective alpha diversity	46.3931386188979
18S	All Eukaryotes	CM30d12-L	I	371	Effective alpha diversity	55.6994874481613
18S	All Eukaryotes	CM30c46-D	I	319	Effective alpha diversity	20.1328835242413
18S	All Eukaryotes	CM30c44-B	I	110	Effective alpha diversity	68.7913792872439
18S	All Eukaryotes	CM30c35-B	I	165	Effective alpha diversity	26.8309396511134
18S	All Eukaryotes	CM30d3-L	I	518	Effective alpha diversity	111.032157620851
18S	All Eukaryotes	CM30b51-B	I	174.627853	Effective alpha diversity	134.893948389725
18S	All Eukaryotes	Plot06-I	I	320	Effective alpha diversity	23.2562604036367
18S	All Eukaryotes	Plot06-N	I	320	Effective alpha diversity	84.5524332891271
18S	All Eukaryotes	Plot05-N	I	240	Effective alpha diversity	147.130014151248
18S	All Eukaryotes	CM30c46-O	I	319	Effective alpha diversity	117.03497343642
18S	All Eukaryotes	CM30b51-M	I	174.627853	Effective alpha diversity	25.0095943833595
18S	All Eukaryotes	CM30d3-D	I	518	Effective alpha diversity	262.480064276899
18S	All Eukaryotes	CM31a5-B	I	70	Effective alpha diversity	19.0654342176449
18S	All Eukaryotes	Plot01-L	I	50	Effective alpha diversity	32.0827159487181
18S	All Eukaryotes	CM30c53-B	I	155	Effective alpha diversity	51.8315976828144
18S	All Eukaryotes	Plot02-C	I	90	Effective alpha diversity	27.0971287377562
18S	All Eukaryotes	CM30c44-C	I	110	Effective alpha diversity	47.2073872678646
18S	Chytridiomycota	CM30c60-A	I	51	Effective alpha diversity	14.2257765281728
18S	Chytridiomycota	CM30c60-B	I	51	Effective alpha diversity	12.6328930003965
18S	Chytridiomycota	CM30c28-N	I	227	Effective alpha diversity	2.84214104468709
18S	Chytridiomycota	CM30c28-P	I	227	Effective alpha diversity	7.27284273072557
18S	Chytridiomycota	CM30b58-I	I	9	Effective alpha diversity	3.17718724425537
18S	Chytridiomycota	CM30c37-L	I	279	Effective alpha diversity	11.097307875312
18S	Chytridiomycota	CM30c62-D	I	99	Effective alpha diversity	8.26137038006957
18S	Chytridiomycota	CM30c30-N	I	597	Effective alpha diversity	1.30691358294487
18S	Chytridiomycota	Plot08-I	I	460	Effective alpha diversity	7.15726523254864
18S	Chytridiomycota	Plot03-N	I	160	Effective alpha diversity	13.8149062777346
18S	Chytridiomycota	Plot07-N	I	420	Effective alpha diversity	11.71779225732
18S	Chytridiomycota	LB1-A	I	630	Effective alpha diversity	1.83017304299134
18S	Chytridiomycota	CM30c37-E	I	279	Effective alpha diversity	13.6679675035459
18S	Chytridiomycota	LB5-I	I	634	Effective alpha diversity	7.38094387828634
18S	Chytridiomycota	CM30b60-M	I	400	Effective alpha diversity	8.86361433118861
18S	Chytridiomycota	CM30c30-L	I	597	Effective alpha diversity	1.37458320321079
18S	Chytridiomycota	Plot04-N	I	260	Effective alpha diversity	6.45002257437667
18S	Chytridiomycota	LB5-A	I	634	Effective alpha diversity	1.634015371932
18S	Chytridiomycota	Plot07-M	I	420	Effective alpha diversity	16.8842078693787
18S	Chytridiomycota	CM30c39-A	I	290	Effective alpha diversity	10.1617290417214
18S	Chytridiomycota	CM30c62-M	I	99	Effective alpha diversity	9.88618946219496
18S	Chytridiomycota	Plot04-A	I	260	Effective alpha diversity	13.4982522483332
18S	Chytridiomycota	Plot03-H	I	160	Effective alpha diversity	17.1577100269407
